"","...1","LLAVEVIV","HOGAR","H18A_ESTU","H18B_REFR","H18C_LAVA","H18D_MCOS","H18E_ABAN","H18F_AIRE","H18G_RADI","H18H_TRES","H18I_TCEL","H18J_TV","H18K_COMP","H18L_INTER","H18M_AUTO","V03_TENE","V11_SANIT","id_hogar","vivienda_propia","alcantarillado","casa_propiacon_alcantarillado"
"1091",1091,"0591373",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,3,1091,1,0,0
"1092",1092,"0358095",1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,2,1092,0,0,0
"1093",1093,"0634865",1,1,1,1,0,0,1,0,0,1,1,0,1,0,2,1,1093,0,1,0
"1094",1094,"1382749",1,1,0,1,0,1,0,1,0,1,0,0,1,0,2,1,1094,0,1,0
"1095",1095,"1214290",1,1,1,1,1,1,0,0,0,1,1,1,1,0,3,1,1095,1,1,1
"1096",1096,"1281385",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1096,1,0,0
"1097",1097,"1200818",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1097,1,0,0
"1098",1098,"0247253",1,1,1,0,0,1,0,1,0,1,1,0,0,0,3,3,1098,1,0,0
"1099",1099,"0827941",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,3,1099,1,0,0
"1100",1100,"1216513",1,1,1,1,0,1,0,1,0,1,1,0,0,0,2,2,1100,0,0,0
"1101",1101,"0080584",1,1,0,0,0,0,0,0,1,1,1,0,1,0,3,2,1101,1,0,0
"1102",1102,"1108807",1,1,1,1,0,1,1,1,0,1,1,1,1,1,4,1,1102,0,1,0
"1103",1103,"0843804",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,1103,1,0,0
"1104",1104,"1090432",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1104,1,1,1
"1105",1105,"0229493",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,1,1105,1,1,1
"1106",1106,"0448111",1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1106,0,0,0
"1107",1107,"1529150",1,1,1,1,1,1,0,1,0,1,1,0,1,0,3,2,1107,1,0,0
"1108",1108,"1345521",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1108,0,1,0
"1109",1109,"1206189",1,1,1,1,0,1,0,0,0,1,0,0,1,0,2,1,1109,0,1,0
"1110",1110,"0004854",1,1,0,0,0,1,0,1,0,1,1,0,1,0,3,4,1110,1,0,0
"1111",1111,"1097606",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,1,1111,1,1,1
"1112",1112,"0176290",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,1,1112,1,1,1
"1113",1113,"0580618",1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,1113,0,0,0
"1114",1114,"1064832",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1114,0,1,0
"1115",1115,"1170705",1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1115,1,0,0
"1116",1116,"0392756",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,1,1116,1,1,1
"1117",1117,"0605926",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1117,0,0,0
"1118",1118,"1290108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1118,1,0,0
"1119",1119,"1250837",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1119,0,1,0
"1120",1120,"0110766",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1120,0,1,0
"1121",1121,"0496279",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,1121,1,1,1
"1122",1122,"0124034",2,1,1,0,0,1,0,1,0,1,1,0,0,1,3,2,1122,1,0,0
"1123",1123,"1579137",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1123,0,1,0
"1124",1124,"1528142",1,1,1,1,0,1,0,1,0,1,1,0,0,1,3,2,1124,1,0,0
"1125",1125,"0284607",1,1,0,0,0,1,0,1,0,0,1,0,0,0,3,3,1125,1,0,0
"1126",1126,"1351422",1,1,1,1,0,1,0,1,0,1,1,1,0,1,3,2,1126,1,0,0
"1127",1127,"1312111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1127,1,0,0
"1128",1128,"1327296",2,1,1,0,0,1,0,1,0,1,0,1,1,1,3,2,1128,1,0,0
"1129",1129,"1373555",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,1129,1,0,0
"1130",1130,"0030535",1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1130,1,0,0
"1131",1131,"1058417",1,1,1,0,0,0,0,1,0,1,1,0,0,0,4,1,1131,0,1,0
"1132",1132,"1139207",1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1132,1,0,0
"1133",1133,"1247687",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,1,1133,1,1,1
"1134",1134,"0039437",1,1,1,1,0,1,0,0,0,1,0,1,0,0,3,2,1134,1,0,0
"1135",1135,"0787289",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,1,1135,1,1,1
"1136",1136,"0705207",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,1136,1,1,1
"1137",1137,"1552048",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1137,0,1,0
"1138",1138,"0521614",1,1,1,1,1,1,1,0,0,1,1,0,1,0,3,1,1138,1,1,1
"1139",1139,"1381966",1,1,1,1,0,1,0,0,0,1,1,0,1,0,6,2,1139,0,0,0
"1140",1140,"0341761",1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,2,1140,0,0,0
"1141",1141,"0847459",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1141,0,1,0
"1142",1142,"1228895",1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,2,1142,1,0,0
"1143",1143,"1360267",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,1,1143,0,1,0
"1144",1144,"0627296",1,1,1,1,0,1,1,1,1,1,1,0,0,0,2,1,1144,0,1,0
"1145",1145,"0113150",1,1,1,1,0,1,0,1,0,1,1,0,1,0,4,2,1145,0,0,0
"1146",1146,"1431776",1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1146,0,1,0
"1147",1147,"0989177",1,1,1,1,0,1,0,1,0,1,1,0,0,1,3,3,1147,1,0,0
"1148",1148,"1488389",1,1,1,1,1,1,0,0,1,1,1,1,1,0,3,1,1148,1,1,1
"1149",1149,"0956746",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1149,1,1,1
"1150",1150,"1387217",1,1,1,1,0,1,0,0,0,1,1,1,1,0,2,2,1150,0,0,0
"1151",1151,"0316536",1,1,1,1,0,1,0,0,0,1,1,1,1,1,3,2,1151,1,0,0
"1152",1152,"0824784",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,1152,1,0,0
"1153",1153,"0870591",1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1153,0,1,0
"1154",1154,"0513509",1,1,1,1,0,1,1,1,0,1,1,0,0,0,3,2,1154,1,0,0
"1155",1155,"0387386",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,1155,1,0,0
"1156",1156,"0562774",1,1,1,1,1,1,1,0,0,1,1,0,1,1,3,2,1156,1,0,0
"1157",1157,"0503215",1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,3,1157,1,0,0
"1158",1158,"1427756",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1158,1,1,1
"1159",1159,"0565381",1,1,1,1,0,1,0,0,0,1,1,1,1,0,3,2,1159,1,0,0
"1160",1160,"0240622",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1160,0,1,0
"1161",1161,"1499482",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1161,0,1,0
"1162",1162,"1063138",1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1162,0,1,0
"1163",1163,"0009730",1,1,1,1,0,1,0,1,0,1,1,0,1,1,2,2,1163,0,0,0
"1164",1164,"1259712",1,1,0,1,0,1,0,0,0,1,1,0,1,0,3,2,1164,1,0,0
"1165",1165,"0216371",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,2,1165,1,0,0
"1166",1166,"0846629",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,1166,1,0,0
"1167",1167,"0004764",1,1,1,1,1,1,0,0,0,1,1,1,1,0,3,2,1167,1,0,0
"1168",1168,"0919564",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,1168,1,0,0
"1169",1169,"1124912",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,1,1169,1,1,1
"1170",1170,"1107353",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,1,1170,0,1,0
"1171",1171,"1010932",1,1,1,1,1,1,0,1,0,1,1,0,0,0,3,2,1171,1,0,0
"1172",1172,"1133355",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,1,1172,1,1,1
"1173",1173,"1520644",1,1,1,0,0,1,0,0,0,1,0,1,1,1,2,2,1173,0,0,0
"1174",1174,"1308304",1,1,0,0,1,0,0,0,0,1,0,1,1,0,3,3,1174,1,0,0
"1175",1175,"0640860",1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1175,0,1,0
"1176",1176,"0505141",1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1176,1,0,0
"1177",1177,"0626449",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1177,0,1,0
"1178",1178,"0108005",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,3,1178,1,0,0
"1179",1179,"0558510",1,1,1,1,1,1,0,0,0,1,1,0,0,1,3,2,1179,1,0,0
"1180",1180,"0020148",1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,1180,1,0,0
"1181",1181,"0883965",1,1,1,1,0,1,0,1,0,1,1,0,0,0,2,2,1181,0,0,0
"1182",1182,"0744508",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1182,0,1,0
"1183",1183,"0474704",1,1,1,1,0,1,1,0,0,1,1,0,1,0,3,2,1183,1,0,0
"1184",1184,"1419168",1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,3,1184,1,0,0
"1185",1185,"1110938",2,0,1,1,0,0,0,0,0,1,1,0,1,0,3,1,1185,1,1,1
"1186",1186,"0965438",1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,2,1186,1,0,0
"1187",1187,"1035816",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,1187,1,1,1
"1188",1188,"0000728",1,1,1,0,0,1,0,0,0,1,0,1,1,0,2,1,1188,0,1,0
"1189",1189,"0757442",1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1189,0,1,0
"1190",1190,"0997421",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,3,1190,1,0,0
"1191",1191,"1445264",1,1,0,0,0,0,0,1,0,1,0,1,1,0,3,3,1191,1,0,0
"1192",1192,"0352420",1,1,1,0,0,0,0,0,0,1,1,0,1,1,3,2,1192,1,0,0
"1193",1193,"0742515",1,1,0,1,0,0,0,1,1,0,1,1,1,0,3,1,1193,1,1,1
"1194",1194,"0185321",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,1194,1,0,0
"1195",1195,"1126220",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1195,1,1,1
"1196",1196,"1004953",1,1,1,1,0,1,0,0,1,1,1,1,1,1,4,2,1196,0,0,0
"1197",1197,"1134425",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1197,0,1,0
"1198",1198,"0569033",1,1,1,1,0,1,0,1,0,1,1,0,1,1,3,2,1198,1,0,0
"1199",1199,"1507526",1,1,1,1,0,1,1,0,0,1,1,1,0,1,3,2,1199,1,0,0
"1200",1200,"0762866",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0,0,0
"1201",1201,"1093081",3,1,1,1,0,1,1,1,0,1,1,0,1,0,2,1,1201,0,1,0
"1202",1202,"0115476",1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,1202,1,0,0
"1203",1203,"1009554",1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1203,0,1,0
"1204",1204,"0678112",1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,1204,1,1,1
"1205",1205,"0597817",1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,3,1205,1,0,0
"1206",1206,"0761771",1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1206,0,1,0
"1207",1207,"0426918",1,1,1,1,0,0,0,0,0,1,1,0,1,1,3,3,1207,1,0,0
"1208",1208,"0406626",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1208,0,0,0
"1209",1209,"1184249",1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,1209,1,0,0
"1210",1210,"1507330",1,1,1,1,0,0,0,1,0,1,0,0,1,0,3,3,1210,1,0,0
"1211",1211,"1268445",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,3,1211,1,0,0
"1212",1212,"0205543",1,1,1,1,1,1,1,0,1,1,1,0,0,0,3,1,1212,1,1,1
"1213",1213,"0887914",1,1,1,1,0,1,0,0,0,1,1,0,1,0,2,2,1213,0,0,0
"1214",1214,"0790555",1,1,1,1,0,1,0,1,0,1,1,1,1,0,2,1,1214,0,1,0
"1215",1215,"1551321",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1215,0,1,0
"1216",1216,"1095014",1,1,1,1,0,1,1,0,0,1,1,1,1,1,3,1,1216,1,1,1
"1217",1217,"1040129",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,1,1217,1,1,1
"1218",1218,"1017826",1,1,1,1,0,1,0,1,1,1,1,1,1,0,3,2,1218,1,0,0
"1219",1219,"0661589",1,1,1,1,1,1,1,0,1,1,1,0,0,0,3,1,1219,1,1,1
"1220",1220,"0290377",1,1,1,1,1,1,1,0,0,1,0,1,1,1,2,2,1220,0,0,0
"1221",1221,"0140582",1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,2,1221,1,0,0
"1222",1222,"0956653",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1222,0,1,0
"1223",1223,"0197010",1,1,1,1,1,1,0,1,0,1,1,0,1,1,3,2,1223,1,0,0
"1224",1224,"0785399",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1224,0,0,0
"1225",1225,"1293715",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1225,1,0,0
"1226",1226,"1092818",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1226,0,1,0
"1227",1227,"1337951",1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,2,1227,0,0,0
"1228",1228,"1018309",1,1,1,1,0,1,0,0,0,1,1,1,0,0,3,2,1228,1,0,0
"1229",1229,"0802050",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,1229,1,0,0
"1230",1230,"1480855",1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,1230,1,0,0
"1231",1231,"1569930",1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1231,0,1,0
"1232",1232,"1546729",1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1232,0,1,0
"1233",1233,"1193577",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1233,1,0,0
"1234",1234,"0153083",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1234,1,0,0
"1235",1235,"0594656",1,1,1,1,0,1,0,1,1,1,1,1,1,0,3,2,1235,1,0,0
"1236",1236,"1029804",1,1,0,1,0,1,0,0,0,1,0,0,0,0,3,3,1236,1,0,0
"1237",1237,"1355060",1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1237,0,1,0
"1238",1238,"0690472",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1238,1,1,1
"1239",1239,"0147711",1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1239,1,0,0
"1240",1240,"0859975",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1240,0,1,0
"1241",1241,"0225829",1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1241,0,1,0
"1242",1242,"1001210",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1242,0,1,0
"1243",1243,"1517593",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,1243,1,0,0
"1244",1244,"0415848",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1244,0,0,0
"1245",1245,"1115119",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1245,1,1,1
"1246",1246,"0489577",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1246,0,1,0
"1247",1247,"1502754",1,1,1,1,0,1,0,1,1,1,1,1,1,1,3,2,1247,1,0,0
"1248",1248,"0773621",1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,1248,0,1,0
"1249",1249,"0254136",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1249,1,0,0
"1250",1250,"0937699",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1250,0,1,0
"1251",1251,"0792259",1,1,1,0,0,0,0,0,0,1,1,1,1,1,3,1,1251,1,1,1
"1252",1252,"0339361",1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,2,1252,1,0,0
"1253",1253,"0255043",1,1,1,1,0,1,0,0,0,1,1,0,1,0,4,2,1253,0,0,0
"1254",1254,"1001510",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1254,0,1,0
"1255",1255,"0614455",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,1,1255,1,1,1
"1256",1256,"0877920",1,1,1,1,0,1,0,0,0,0,1,0,0,0,3,2,1256,1,0,0
"1257",1257,"1038734",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1257,0,1,0
"1258",1258,"0229735",1,1,1,1,0,1,0,0,1,1,1,1,1,1,3,1,1258,1,1,1
"1259",1259,"0174903",1,1,1,1,0,1,0,1,0,1,1,0,1,0,4,2,1259,0,0,0
"1260",1260,"0595621",1,1,1,1,0,1,1,1,0,1,1,1,1,0,3,2,1260,1,0,0
"1261",1261,"1094809",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1261,0,1,0
"1262",1262,"1480934",1,1,1,1,1,1,0,1,0,1,1,0,0,0,3,2,1262,1,0,0
"1263",1263,"1228716",1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,1263,1,0,0
"1264",1264,"0234734",1,1,1,1,0,1,0,0,1,1,1,0,1,0,3,4,1264,1,0,0
"1265",1265,"0902485",1,1,1,0,0,1,0,0,0,1,1,0,0,0,2,2,1265,0,0,0
"1266",1266,"1361107",1,1,1,1,0,1,1,0,0,1,1,0,1,0,2,1,1266,0,1,0
"1267",1267,"1249036",1,1,1,1,0,1,0,1,1,1,1,0,1,0,3,2,1267,1,0,0
"1268",1268,"1344027",1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1268,0,1,0
"1269",1269,"0127155",1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,4,1269,1,0,0
"1270",1270,"0294477",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,1270,1,0,0
"1271",1271,"0025663",1,1,1,1,0,1,1,1,0,1,1,0,1,1,3,2,1271,1,0,0
"1272",1272,"1492733",1,1,1,0,1,1,0,1,0,1,1,0,0,1,3,2,1272,1,0,0
"1273",1273,"0783669",1,1,1,1,0,1,0,1,1,1,1,1,1,0,3,1,1273,1,1,1
"1274",1274,"1164347",1,1,0,1,0,1,0,0,0,1,0,1,1,0,2,2,1274,0,0,0
"1275",1275,"1084059",1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1275,1,1,1
"1276",1276,"0070264",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,1276,1,0,0
"1277",1277,"0126127",1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,1277,0,1,0
"1278",1278,"0995969",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,1278,1,0,0
"1279",1279,"1312283",1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,1279,1,0,0
"1280",1280,"0215421",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,1280,1,0,0
"1281",1281,"0348618",1,1,1,1,0,1,0,0,0,1,1,0,0,1,3,2,1281,1,0,0
"1282",1282,"0054935",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,1282,1,0,0
"1283",1283,"0274987",1,1,1,1,0,0,0,0,0,1,1,1,1,0,3,2,1283,1,0,0
"1284",1284,"0865852",1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1284,0,1,0
"1285",1285,"0077341",1,1,0,0,0,1,0,1,0,1,1,0,0,0,3,2,1285,1,0,0
"1286",1286,"0142006",1,1,1,1,0,1,0,1,0,1,1,0,1,0,3,2,1286,1,0,0
"1287",1287,"0763040",1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1287,1,1,1
"1288",1288,"0479764",1,1,1,1,1,1,1,0,1,1,1,0,1,1,3,2,1288,1,0,0
"1289",1289,"0174963",1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,2,1289,1,0,0
"1290",1290,"1267640",1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,4,1290,1,0,0
"1291",1291,"0520744",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1291,1,1,1
"1292",1292,"1487341",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,2,1292,1,0,0
"1293",1293,"0182554",1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,2,1293,1,0,0
"1294",1294,"1543234",1,1,0,0,0,1,0,0,0,1,1,0,0,1,3,4,1294,1,0,0
"1295",1295,"0199849",1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,2,1295,0,0,0
"1296",1296,"0319457",1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1296,1,0,0
"1297",1297,"0776656",1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1297,0,1,0
"1298",1298,"1495448",1,1,1,1,0,1,0,1,1,1,1,1,1,0,3,2,1298,1,0,0
"1299",1299,"1152753",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1299,0,1,0
"1300",1300,"1127010",1,1,1,1,0,1,0,1,0,1,1,0,0,1,3,1,1300,1,1,1
"1301",1301,"0189088",1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1301,0,1,0
"1302",1302,"1351421",1,1,0,0,1,1,0,0,0,1,1,0,0,0,3,2,1302,1,0,0
"1303",1303,"0389092",1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,2,1303,1,0,0
"1304",1304,"0810442",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1304,0,1,0
"1305",1305,"0847873",1,1,1,0,0,1,1,0,1,1,1,0,1,0,3,2,1305,1,0,0
"1306",1306,"0115019",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1306,1,0,0
"1307",1307,"1031427",1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,2,1307,0,0,0
"1308",1308,"0261467",1,1,1,1,0,1,0,1,0,1,1,1,1,0,4,3,1308,0,0,0
"1309",1309,"1072818",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1309,1,1,1
"1310",1310,"0129695",1,1,1,1,0,1,0,0,0,1,1,0,1,1,3,2,1310,1,0,0
"1311",1311,"0506116",1,1,0,1,0,1,0,0,0,1,1,0,1,0,3,2,1311,1,0,0
"1312",1312,"0790205",1,1,1,1,0,1,1,0,0,1,1,0,0,1,2,2,1312,0,0,0
"1313",1313,"1088511",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1313,0,1,0
"1314",1314,"0733089",1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1,1314,1,1,1
"1315",1315,"0432350",1,1,1,1,0,0,0,1,0,1,1,1,1,1,3,2,1315,1,0,0
"1316",1316,"0874616",1,1,1,1,1,1,0,1,0,1,1,0,1,1,3,2,1316,1,0,0
"1317",1317,"1274653",1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,1317,1,0,0
"1318",1318,"0785171",1,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1318,1,1,1
"1319",1319,"0965912",1,1,0,1,0,1,0,0,0,1,1,0,1,0,2,2,1319,0,0,0
"1320",1320,"0152657",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1320,1,0,0
"1321",1321,"0198525",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1321,0,1,0
"1322",1322,"1258634",1,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,1322,1,0,0
"1323",1323,"0138899",1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1323,0,1,0
"1324",1324,"1360676",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1324,0,1,0
"1325",1325,"1028235",2,1,1,1,0,1,0,0,0,1,1,0,1,0,3,2,1325,1,0,0
"1326",1326,"1484505",1,1,1,1,0,1,0,1,0,1,1,1,1,0,3,2,1326,1,0,0
"1327",1327,"0977538",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1327,0,1,0
"1328",1328,"0162226",1,1,1,0,0,1,0,1,0,1,1,1,1,0,3,1,1328,1,1,1
"1329",1329,"1250893",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329,0,0,0
"1330",1330,"0693717",1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1330,1,1,1
"1331",1331,"0922962",1,1,1,0,0,1,0,0,0,1,1,0,0,0,2,2,1331,0,0,0
"1332",1332,"0466833",1,1,1,1,0,1,0,0,0,1,0,1,1,0,4,2,1332,0,0,0
"1333",1333,"1191371",1,1,1,1,1,1,0,1,0,1,1,0,1,1,3,2,1333,1,0,0
"1334",1334,"0448379",1,1,1,1,0,0,0,1,0,1,1,1,1,1,3,2,1334,1,0,0
"1335",1335,"0783846",1,1,1,1,0,1,0,1,0,1,1,1,1,1,3,1,1335,1,1,1
"1336",1336,"1148733",1,1,1,1,1,1,0,1,1,1,1,0,1,1,3,1,1336,1,1,1
"1337",1337,"0439341",1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1337,0,1,0
"1338",1338,"1578347",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1338,0,1,0
"1339",1339,"0518642",1,1,1,1,0,1,0,1,0,1,1,0,0,0,3,2,1339,1,0,0
"1340",1340,"1468090",1,1,1,1,1,1,0,0,0,1,1,1,1,1,3,2,1340,1,0,0
"1341",1341,"1218103",1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1341,0,1,0
"1342",1342,"1427325",2,1,1,1,0,1,0,0,0,1,1,0,0,0,3,1,1342,1,1,1
"1343",1343,"1360104",1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1343,0,1,0
"1344",1344,"0752754",1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,1,1344,0,1,0
"1345",1345,"0938866",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1345,0,1,0
"1346",1346,"0296520",1,1,1,1,0,0,0,1,0,1,1,0,0,1,3,2,1346,1,0,0
"1347",1347,"0332032",1,1,1,1,0,0,0,0,0,1,1,0,1,1,3,2,1347,1,0,0
"1348",1348,"0084314",1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1348,1,0,0
"1349",1349,"0182267",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1349,0,1,0
"1350",1350,"0665696",1,1,1,1,0,1,1,0,1,1,0,1,1,1,2,1,1350,0,1,0
